kingdom	phylum	class	order	family	genus	binomial	statut	category	populationTrend	code	name	Occurs in at least one protected area	Note
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Eupleres	Eupleres goudotii	endemic	VU	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	TALPIDAE	Euroscaptor	Euroscaptor mizura	endemic	LC	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Exilisciurus	Exilisciurus concinnus	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Exilisciurus	Exilisciurus exilis	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Exilisciurus	Exilisciurus whiteheadi	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Falsistrellus	Falsistrellus petersi	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Fossa	Fossa fossana	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Funambulus	Funambulus layardi	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Funambulus	Funambulus layardi	endemic	VU	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Funambulus	Funambulus layardi	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Funambulus	Funambulus obscurus	endemic	VU	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Galidia	Galidia elegans	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Galidictis	Galidictis fasciata	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Galidictis	Galidictis grandidieri	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	EUPLERIDAE	Galidictis	Galidictis grandidieri	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Geocapromys	Geocapromys brownii	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Geocapromys	Geocapromys brownii	endemic	EN	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Geocapromys	Geocapromys ingrahami	endemic	VU	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Geocapromys	Geocapromys thoracatus	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Geogale	Geogale aurita	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	GLIRIDAE	Glirulus	Glirulus japonicus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Glischropus	Glischropus javanus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Glyphotes	Glyphotes simus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Gymnuromys	Gymnuromys roberti	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Haeromys	Haeromys margarettae	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Haeromys	Haeromys minahassae	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Haeromys	Haeromys pusillus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Haeromys	Haeromys pusillus	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur alaotrensis	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur alaotrensis	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur alaotrensis	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur aureus	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur aureus	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur griseus	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur griseus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur occidentalis	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	LEMURIDAE	Hapalemur	Hapalemur occidentalis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Haplonycteris	Haplonycteris fischeri	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Harpyionycteris	Harpyionycteris celebensis	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Harpyionycteris	Harpyionycteris celebensis	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Harpyionycteris	Harpyionycteris whiteheadi	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Hemicentetes	Hemicentetes nigriceps	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Hemicentetes	Hemicentetes semispinosus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	5.3	Private sector standards & codes		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	6.1	Linked enterprises & livelihood alternatives		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	HERPESTIDAE	Herpestes	Herpestes semitorquatus	endemic	NT	Decreasing	6.3	Market forces		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Hesperoptenus	Hesperoptenus gaskelli	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	ECHIMYIDAE	Heteropsomys	Heteropsomys insulans	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Hexolobodon	Hexolobodon phenax	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros breviceps	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros calcaratus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros calcaratus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros coronatus	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros coronatus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros coronatus	endemic	DD	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros corynophyllus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros corynophyllus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros coxi	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros crumeniferus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	5.3	Private sector standards & codes		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros demissus	endemic	EN	Unknown	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros dinops	endemic	DD	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros dinops	endemic	DD	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros edwardshilli	endemic	VU	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros edwardshilli	endemic	VU	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros inexpectatus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros macrobullatus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros madurae	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros maggietaylorae	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros maggietaylorae	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros muscinus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros obscurus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros papua	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros papua	endemic	LC	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pelingensis	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pygmaeus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pygmaeus	endemic	LC	Unknown	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pygmaeus	endemic	LC	Unknown	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pygmaeus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros pygmaeus	endemic	LC	Unknown	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros sorenseni	endemic	VU	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros sumbae	endemic	LC	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros turpis	endemic	EN	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros turpis	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros turpis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros wollastoni	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Hipposideros	Hipposideros wollastoni	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hybomys	Hybomys basilii	endemic	EN	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hybomys	Hybomys basilii	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hydromys	Hydromys hussoni	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hydromys	Hydromys neobritannicus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates albibarbis	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates klossii	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates moloch	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates moloch	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates moloch	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Hylobates	Hylobates muelleri	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	ERINACEIDAE	Hylomys	Hylomys parvus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	EULIPOTYPHLA	ERINACEIDAE	Hylomys	Hylomys parvus	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hylopetes	Hylopetes bartelsi	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hylopetes	Hylopetes nigripes	endemic	NT	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hylopetes	Hylopetes sipora	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hylopetes	Hylopetes sipora	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hylopetes	Hylopetes winstoni	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hyomys	Hyomys dammermani	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Hyomys	Hyomys goliath	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hyosciurus	Hyosciurus heinrichi	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Hyosciurus	Hyosciurus ileile	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Hypogeomys	Hypogeomys antimena	endemic	EN	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Hypogeomys	Hypogeomys antimena	endemic	EN	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	NESOMYIDAE	Hypogeomys	Hypogeomys antimena	endemic	EN	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Hypsugo	Hypsugo bemainty	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Hypsugo	Hypsugo kitcheneri	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Hypsugo	Hypsugo vordermanni	endemic	DD	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Hypsugo	Hypsugo vordermanni	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix crassispinis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix javanica	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix pumila	endemic	VU	Decreasing	3.1.2	Trade management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix pumila	endemic	VU	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix pumila	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	HYSTRICIDAE	Hystrix	Hystrix sumatrae	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	INDRIIDAE	Indri	Indri indri	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	INDRIIDAE	Indri	Indri indri	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	INDRIIDAE	Indri	Indri indri	endemic	CR	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	INDRIIDAE	Indri	Indri indri	endemic	CR	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Iomys	Iomys sipora	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Iomys	Iomys sipora	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Isoodon	Isolobodon montanus	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CAPROMYIDAE	Isoodon	Isolobodon portoricensis	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Kadarsanomys	Kadarsanomys sodyi	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	Kerivoula agnella	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	Kerivoula agnella	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Kerivoula	Kerivoula agnella	endemic	EN	Decreasing	4.3	Awareness & communications		
