kingdom	phylum	class	order	family	genus	binomial	statut	category	populationTrend	code	name	Occurs in at least one protected area	Note
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Nesoryzomys	Nesoryzomys swarthi	endemic	VU	Unknown	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer coninga	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer culturatus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer fraternus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer fraternus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer lepturus	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Niviventer	Niviventer rapit	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PRIMATES	HYLOBATIDAE	Nomascus	Nomascus hainanus	endemic	CR	Stable	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Noronhomys	Noronhomys vespuccii	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	5.1.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	5.1.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris macdonaldi	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris neocaledonica	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris neocaledonica	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris neocaledonica	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Notopteris	Notopteris neocaledonica	endemic	EN	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus azoreum	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	5.2	Policies and regulations		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctalus	Nyctalus furvus	endemic	EN	Decreasing	5.3	Private sector standards & codes		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NYCTERIDAE	Nycteris	Nycteris javanica	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NYCTERIDAE	Nycteris	Nycteris madagascariensis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nycticeius	Nycticeius cubanus	endemic	NT	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NATALIDAE	Nyctiellus	Nyctiellus lepidus	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	NATALIDAE	Nyctiellus	Nyctiellus lepidus	endemic	LC	Unknown	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene aello	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene albiventer	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene cephalotes	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene certans	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene cyclotis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene draconilla	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene keasti	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene keasti	endemic	NT	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene keasti	endemic	NT	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene keasti	endemic	NT	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene keasti	endemic	NT	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene major	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene malaitensis	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene masalai	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene minutus	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	5.4.3	Sub-national level		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene rabori	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene sanctacrucis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Nyctimene	Nyctimene vizcaccia	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus heran	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus howensis	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus microdon	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus microtis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus nebulosus	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus nebulosus	endemic	CR	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus nebulosus	endemic	CR	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus nebulosus	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus nebulosus	endemic	CR	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	VESPERTILIONIDAE	Nyctophilus	Nyctophilus shirleyae	endemic	DD	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	OCTODONTIDAE	Octodon	Octodon pacificus	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Oligoryzomys	Oligoryzomys victus	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Oryzomys	Oryzomys nelsoni	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Oryzorictes	Oryzorictes hova	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	AFROSORICIDA	TENRECIDAE	Oryzorictes	Oryzorictes tetradactylus	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops formosus	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops johnstonei	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops madagascariensis	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops papuensis	endemic	DD	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops papuensis	endemic	DD	Unknown	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops secundus	endemic	DD	Unknown	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Otomops	Otomops secundus	endemic	DD	Unknown	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Otopteropus	Otopteropus cartilagonodus	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	MOLOSSIDAE	Ozimops	Ozimops loriae	endemic	DD	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Palawanomys	Palawanomys furvus	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Papagomys	Papagomys armandvillei	endemic	NT	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CARNIVORA	VIVERRIDAE	Paradoxurus	Paradoxurus zeylonensis	endemic	LC	Unknown	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Parahydromys	Parahydromys asper	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paraleptomys	Paraleptomys rufilatus	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paraleptomys	Paraleptomys wilhelmina	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys gressitti	endemic	EN	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys levipes	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys lorentzii	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys mollis	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys moncktoni	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys naso	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys platyops	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys rubex	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paramelomys	Paramelomys steini	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Paranyctimene	Paranyctimene raptor	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	PTEROPODIDAE	Paranyctimene	Paranyctimene tenax	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	HIPPOSIDERIDAE	Paratriaenops	Paratriaenops auritus	endemic	VU	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Paremballonura	Paremballonura atrata	endemic	LC	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paruromys	Paruromys dominator	endemic	LC	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	MURIDAE	Paulamys	Paulamys naso	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	4.2	Training		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	5.4.2	National level		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	3.3.1	Reintroduction		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	3.2	Species recovery		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	LAGOMORPHA	LEPORIDAE	Pentalagus	Pentalagus furnessi	endemic	EN	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Perameles	Perameles gunnii	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Perameles	Perameles gunnii	endemic	VU	Decreasing	3.3.1	Reintroduction		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Perameles	Perameles gunnii	endemic	VU	Decreasing	2.3	Habitat & natural process restoration		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Perameles	Perameles gunnii	endemic	VU	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus caniceps	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus caniceps	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus dickeyi	endemic	CR	Stable	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus dickeyi	endemic	CR	Stable	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus guardia	endemic	CR	Decreasing	4.1	Formal education		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus guardia	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus guardia	endemic	CR	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus guardia	endemic	CR	Decreasing	3.4.1	Captive breeding/artificial propagation		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus interparietalis	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus interparietalis	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus madrensis	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus pembertoni	endemic	EX		NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus pseudocrinitus	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus pseudocrinitus	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus sejugis	endemic	EN	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus slevini	endemic	CR	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus slevini	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	CRICETIDAE	Peromyscus	Peromyscus stephani	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	CHIROPTERA	EMBALLONURIDAE	Peropteryx	Peropteryx trinitatis	endemic	DD	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Peroryctes	Peroryctes broadbenti	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Peroryctes	Peroryctes broadbenti	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Peroryctes	Peroryctes broadbenti	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	PERAMELEMORPHIA	PERAMELIDAE	Peroryctes	Peroryctes raffrayana	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petaurillus	Petaurillus emiliae	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petaurillus	Petaurillus hosei	endemic	DD	Unknown	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petaurista	Petaurista leucogenys	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PETAURIDAE	Petaurus	Petaurus abidi	endemic	CR	Decreasing	1.2	Resource & habitat protection		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PETAURIDAE	Petaurus	Petaurus abidi	endemic	CR	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PETAURIDAE	Petaurus	Petaurus biacensis	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys crinitus	endemic	LC	Stable	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys hageni	endemic	DD	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys lugens	endemic	VU	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys lugens	endemic	VU	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys lugens	endemic	VU	Decreasing	4.3	Awareness & communications		
ANIMALIA	CHORDATA	MAMMALIA	RODENTIA	SCIURIDAE	Petinomys	Petinomys mindanensis	endemic	LC	Unknown	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger alexandrae	endemic	EN	Decreasing	1.1	Site/area protection		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger alexandrae	endemic	EN	Decreasing	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger alexandrae	endemic	EN	Decreasing	2.2	Invasive/problematic species control		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger alexandrae	endemic	EN	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger carmelitae	endemic	LC	Stable	3.1.1	Harvest management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger gymnotis	endemic	LC	Decreasing	NA	NA		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger intercastellanus	endemic	LC	Decreasing	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger lullulae	endemic	EN	Stable	2.1	Site/area management		
ANIMALIA	CHORDATA	MAMMALIA	DIPROTODONTIA	PHALANGERIDAE	Phalanger	Phalanger matabiru	endemic	VU	Stable	NA	NA		
